instruction,response,passage_sha256,stratum,source_file,chunk_index,example_type,tag,example_id
"Using only the passage, describe the pattern of civilization development that the author identifies across different societies.","The author identifies a recurring pattern: civilizations begin with the tribe, progress to the village commune, then to the free city where civilization reaches its peak. However, the State then emerges and grows powerful, which leads to the destruction of culture and ultimately death. This pattern repeats in Syria, Persia, Palestine, Greece, Rome, and later Celtic, Germanic, Slavonic and Scandanavian tribes.",38884fe9a140e05fb0c71e10757c28b81b065e4c5e1140f2803b53d206ac5048,mutual_aid,kropotkin_corpus/essays/the_state_its_historic_role/section_001_full_text.txt,26,grounded,NA,ex_577
"According to the passage only, what two possible outcomes does the author present for civilization's future?","The author presents two choices: either the State continues forever, crushing individual and local life, taking over all fields of human activity with wars and power struggles, inevitably leading to death; or the destruction of States occurs, allowing new life to start again in thousands of centers based on individual initiative, group action, and free agreement.",38884fe9a140e05fb0c71e10757c28b81b065e4c5e1140f2803b53d206ac5048,mutual_aid,kropotkin_corpus/essays/the_state_its_historic_role/section_001_full_text.txt,26,grounded,NA,ex_578
"Based only on the passage, at what phase did Rome and the republican cities of Greece reach the height of their civilization?","Both Rome and the Greek republican cities reached the height of their civilization during the city phase. In Greece, civilization reached its zenith in the republican cities, and Rome was at the height of its civilization during its city phase, before the State and Empire emerged.",38884fe9a140e05fb0c71e10757c28b81b065e4c5e1140f2803b53d206ac5048,mutual_aid,kropotkin_corpus/essays/the_state_its_historic_role/section_001_full_text.txt,26,grounded,NA,ex_579
"Using only the passage, summarize the statistics given for the first year of 'Constitutional rule' in Russia (October 1905 to October 1906).","According to the passage, during the first year of Constitutional rule: 22,721 were killed in massacres and riots; 851 were condemned to penal servitude totaling 7,138 years; 1,518 were executed (mostly without judgment, including men, women and youths); and 30,000 were deported without judgment, mostly to Siberia. The list continued increasing at a rate of ten to eighteen per day.",1ca943cad10ad205593313701f0846bec0d654f2c0bfb53eaa5b0c8328e39fb2,mutual_aid,kropotkin_corpus/memoir/memoirs_of_a_revolutionist/chapter_005_western_europe_352.txt,9,grounded,NA,ex_580
"Based only on the passage, describe the characteristics of the Trans-Moskva River district in Moscow.","The Trans-Moskva River district had broad, sleepy streets and monotonous gray painted, low-roofed houses with entrance-gates that remained securely bolted day and night. It was the secluded abode of the merchant class and the stronghold of the outwardly austere, formalistic, and despotic Nonconformists of the 'Old Faith.'",1ca943cad10ad205593313701f0846bec0d654f2c0bfb53eaa5b0c8328e39fb2,mutual_aid,kropotkin_corpus/memoir/memoirs_of_a_revolutionist/chapter_005_western_europe_352.txt,9,grounded,NA,ex_581
"Using only the passage, explain what happened to the old Moscow nobility and where they went after being supplanted.","The old Moscow nobility, whose names were frequently mentioned in Russian history before Peter I, were supplanted at the St. Petersburg court by new-comers called 'men of all ranks.' They retired either to the Old Equerries' Quarter in Moscow or to their picturesque estates in the country around the capital, looking with contempt and secret jealousy upon the families who came to take possession of the highest functions.",1ca943cad10ad205593313701f0846bec0d654f2c0bfb53eaa5b0c8328e39fb2,mutual_aid,kropotkin_corpus/memoir/memoirs_of_a_revolutionist/chapter_005_western_europe_352.txt,9,grounded,NA,ex_582
"Using only the passage, describe the accident that occurred during the burial service and how it was resolved.","A young son of Grand Duke Constantine put out his candle by turning it upside down, which set fire to the black gauze hanging behind him. The fire spread to an escutcheon and cotton stuff, sending flames up the supposed ermine mantle toward the cardboard crown and wooden structure. Alexander II initially lost composure but quickly recovered and ordered the coffin to be taken. The pages de chambre covered it with thick gold brocade. However, the large flame broke into smaller ones that slowly consumed only the fluffy outside of the cotton and gradually died out in the dusty upper folds.",a55c0b3068b468138271c73d1e13b0b00212553c551762771cfc895b23d07881,mutual_aid,kropotkin_corpus/memoir/memoirs_of_a_revolutionist/chapter_005_western_europe_352.txt,51,grounded,NA,ex_583
"Based only on the passage, explain how the impressive funeral decorations were actually constructed cheaply.",The crown above the canopy was made of gilded cardboard and wood. The purple mantle was velvet only in its lower part while the upper portion was red cotton. The ermine lining was actually cotton flannelette or swansdown with black squirrel tails sewn on. The escutcheons representing Russia's arms were simple cardboard veiled with black crêpe. These cheap materials achieved the desired theatrical effect since crowds passing by had no time to examine them closely.,a55c0b3068b468138271c73d1e13b0b00212553c551762771cfc895b23d07881,mutual_aid,kropotkin_corpus/memoir/memoirs_of_a_revolutionist/chapter_005_western_europe_352.txt,51,grounded,NA,ex_584
"Using only the passage, describe the narrator's feelings and duties while serving at the fortress during the funeral watch.","The narrator and other pages took turns keeping watch at the fortress, being relieved every two hours. Daytime service was not difficult, but rising at night to dress in court uniforms and walk through the dark, gloomy inner courts to the cathedral while hearing the gloomy fortress bells caused a cold shiver. The narrator thought about prisoners immured in the Russian Bastille and wondered whether they might one day join them as a prisoner.",a55c0b3068b468138271c73d1e13b0b00212553c551762771cfc895b23d07881,mutual_aid,kropotkin_corpus/memoir/memoirs_of_a_revolutionist/chapter_005_western_europe_352.txt,51,grounded,NA,ex_585
"Using only the passage, describe how the author distributed their paper and how they received feedback from readers.","The author wrote three copies of their paper and slipped them into the desks of three comrades in higher forms who might be interested in public affairs. They asked readers to put their remarks behind the Scotch grandfather clock in the library. The next day, the author found two notes behind the clock from comrades who sympathized with the paper but advised not to risk too much.",0f2dd8ad9fb091d22f9392c7bc2a6b8e1729741494f46bf319593d5b0c8e32b4,mutual_aid,kropotkin_corpus/memoir/memoirs_of_a_revolutionist/chapter_005_western_europe_352.txt,58,grounded,NA,ex_586
"Based only on the passage, what factors made the emancipation of peasants increasingly necessary in Russia?","The emancipation became more imperative due to serf uprisings that grew in serious proportions from 1850 onward, especially after the Crimean war when militia was levied. Several serf-owners were killed, and whole regiments with artillery were needed to quell the revolts. Additionally, there was a profound aversion to serfdom among the generation that came to prominence with Alexander II's reign.",0f2dd8ad9fb091d22f9392c7bc2a6b8e1729741494f46bf319593d5b0c8e32b4,mutual_aid,kropotkin_corpus/memoir/memoirs_of_a_revolutionist/chapter_005_western_europe_352.txt,58,grounded,NA,ex_587
"According to the passage only, how did Alexander II attempt to initiate the reform of serfdom, and what was the nobility's response?","Alexander II intended for the initiative to come from the nobility (serf-owners) themselves, but no province's nobility could be induced to send a petition to the Tsar. In March 1856, he addressed the Moscow nobility on the necessity of the step, but received only stubborn silence. Growing angry, he concluded with the words that it was better for reform to come from above than to wait for it from beneath. Even these words had no effect, so recourse was had to Polish provinces where the Governor-General Nazímoff managed to obtain the desired address from the Polish nobility.",0f2dd8ad9fb091d22f9392c7bc2a6b8e1729741494f46bf319593d5b0c8e32b4,mutual_aid,kropotkin_corpus/memoir/memoirs_of_a_revolutionist/chapter_005_western_europe_352.txt,58,grounded,NA,ex_588
"Using only the passage, describe the duties of a page de chambre at the palace.","Pages de chambre had to attend the palace frequently for great and small levées, balls, receptions, and gala dinners. During Christmas, New Year, and Easter weeks they were summoned almost daily, sometimes twice a day. During processions, they followed the emperor and attended to the empress by supporting her dress train at turnings and spreading it out again. Each grand duchess was also followed by her page de chambre.",81df4dd638e2f4ebeaf3abe99a36663859e8ea0b205713797b58667d2c871732,mutual_aid,kropotkin_corpus/memoir/memoirs_of_a_revolutionist/chapter_005_western_europe_352.txt,63,grounded,NA,ex_589
"Based only on the passage, how did the narrator's view of Alexander II change over time?","Initially, the narrator looked upon Alexander II as a sort of hero who attached no importance to Court ceremonies and worked hard from six in the morning, struggling against a reactionary party to carry through reforms including the abolition of serfdom. However, as the narrator saw more of Court life and what went on behind the scenes, the aureole his imagination had surrounded the emperor with slowly faded, and by the end of the year he retained no illusions about useful activity in spheres nearest to the palace.",81df4dd638e2f4ebeaf3abe99a36663859e8ea0b205713797b58667d2c871732,mutual_aid,kropotkin_corpus/memoir/memoirs_of_a_revolutionist/chapter_005_western_europe_352.txt,63,grounded,NA,ex_590
"Using only the passage, explain what the narrator was supposed to report to the emperor every Sunday and what the colonel said about when to report otherwise.","As a sergeant, the narrator had to report to the emperor every Sunday at the parade in the riding-school that 'all was well at the company of the Corps of Pages,' even when one-third of the school was ill with a contagious disease. When the narrator asked if he should report that all was not quite well, the colonel replied that he ought only to say so if there were an insurrection.",81df4dd638e2f4ebeaf3abe99a36663859e8ea0b205713797b58667d2c871732,mutual_aid,kropotkin_corpus/memoir/memoirs_of_a_revolutionist/chapter_005_western_europe_352.txt,63,grounded,NA,ex_591
"Using only the passage, describe the fate of the Sunday schools that were opened after the abolition of serfdom in Russia.","After the abolition of serfdom, Sunday schools were opened everywhere by private persons and corporations with volunteer teachers. Peasants and workers flocked to these schools, and effective teaching methods allowed peasants to learn to read in nine or ten lessons. However, all Sunday schools were suddenly closed, despite the fact that they would have taught the mass of peasantry to read in a few years without any state expenditure.",eb910a366e4487575e343074ca04d5d5713f6dd758127a411cde6480c5fcea57,mutual_aid,kropotkin_corpus/memoir/memoirs_of_a_revolutionist/chapter_005_western_europe_352.txt,67,grounded,NA,ex_592
"Based only on the passage, what role did Empress Marie Alexándrovna play in Russian reforms and education?","The empress played a part in bringing about the abolition of serfdom, though this was little known at the time. She was better known for her decisive role in creating girls' gymnasia (high schools), which had high standards and a democratic character. Her friendship with the pedagogist Ushínsky saved him from exile. She also worked hard to give her eldest son a good education, seeking the best teachers in all branches of knowledge.",eb910a366e4487575e343074ca04d5d5713f6dd758127a411cde6480c5fcea57,mutual_aid,kropotkin_corpus/memoir/memoirs_of_a_revolutionist/chapter_005_western_europe_352.txt,67,grounded,NA,ex_593
"Using only the passage, contrast the characters of the two brothers Nikolái Alexándrovich and Alexander Alexándrovich (later Alexander III).","Nikolái Alexándrovich was extremely handsome, not proud, and would chat in a comradelike way with pages de chambre, though those who knew him well described him as profoundly egoistic and incapable of forming attachments. Alexander Alexándrovich was a decided contrast—he reminded the author of Paul I in face, figure, and contemplation of his own grandeur. He obstinately refused to learn and was reportedly averse to any education from childhood.",eb910a366e4487575e343074ca04d5d5713f6dd758127a411cde6480c5fcea57,mutual_aid,kropotkin_corpus/memoir/memoirs_of_a_revolutionist/chapter_005_western_europe_352.txt,67,grounded,NA,ex_594
"Based only on the passage, what accusations did Katkóff make after the fire, and what was his motivation?","Katkóff, described as an ex-Whig inspired by personal hatred of Hérzen and especially Bakúnin (with whom he had once nearly fought a duel), accused the Poles and Russian revolutionists of causing the fire on the very day after it occurred.",461288ee728cfb9f00133d2d2b22690573d890db3cfad6486de29229be90711b,mutual_aid,kropotkin_corpus/memoir/memoirs_of_a_revolutionist/chapter_005_western_europe_352.txt,72,grounded,NA,ex_595
"Using only the passage, explain what Senator Zhdánoff discovered during his inquiry and what happened to his findings.","Senator Zhdánoff was sent by the Tsar to investigate fires in Vólga towns, especially Sarátoff. He returned with the firm conviction that the Sarátoff conflagration was the work of the reactionary party. It was rumored he had positive proofs of the reactionaries' culpability, but he died on his way back, his portfolio disappeared, and it was never found.",461288ee728cfb9f00133d2d2b22690573d890db3cfad6486de29229be90711b,mutual_aid,kropotkin_corpus/memoir/memoirs_of_a_revolutionist/chapter_005_western_europe_352.txt,72,grounded,NA,ex_596
"According to the passage only, what were the consequences of the Apráxin fire on Russian society and government policy?","After the fire, Alexander II surrendered to the reactionaries. Public opinion in St. Petersburg and Moscow turned against both the advanced and moderate reform parties. 'The Contemporary' and similar reviews were suppressed, Sunday schools were prohibited, wholesale arrests began, and the capital was placed under a state of siege. It became improper to talk of reforms, and the atmosphere became laden with reactionary spirit.",461288ee728cfb9f00133d2d2b22690573d890db3cfad6486de29229be90711b,mutual_aid,kropotkin_corpus/memoir/memoirs_of_a_revolutionist/chapter_005_western_europe_352.txt,72,grounded,NA,ex_597
"Based only on the passage, what was Kropotkin's general view on small communal experiments as a means of achieving anarchist society?","Kropotkin was highly skeptical about the chances of success for small and isolated communal experiments. He generally believed them to be a drain upon the energies of the anarchist movement, though he was not emotionally opposed to such ventures.",d8b18055c2fea9bbba3828d3c77e87413fc3d5fe54de17fa7affc36d4f3b0ada,state_law,kropotkin_corpus/essays/advice_to_those_about_to_emigrate/section_001_full_text.txt,1,grounded,NA,ex_598
"Using only the passage, explain what the New Australia Movement was and who originated it.","The New Australia Movement was a proposal for healthy and intelligent men and women to leave Australia and establish Co-operative Settlements on Socialistic principles in South America (Argentina). The idea originated with Mr Lane, editor of the best Socialistic labor paper in Queensland.",d8b18055c2fea9bbba3828d3c77e87413fc3d5fe54de17fa7affc36d4f3b0ada,state_law,kropotkin_corpus/essays/advice_to_those_about_to_emigrate/section_001_full_text.txt,1,grounded,NA,ex_599
"According to the passage only, what does the editor say was a common misrepresentation of Kropotkin's vision of society?",Many commentaries misrepresent Kropotkin as having a vision of society consisting of unfederated and independent village-like settlements and as advocating small communal experiments as a means of achieving an anarchist society. The passage indicates this is a misrepresentation of his actual views.,d8b18055c2fea9bbba3828d3c77e87413fc3d5fe54de17fa7affc36d4f3b0ada,state_law,kropotkin_corpus/essays/advice_to_those_about_to_emigrate/section_001_full_text.txt,1,grounded,NA,ex_600
"Based only on the passage, what does the author believe is the best location for starting a Communist Colony and why?","The author believes the best spot for a Communist Colony is near London or Paris. The reasons include: the privations would be less than in remote places like Argentina, the colony would not be cut off from the civilised world, and colonists would have access to lectures, good music, libraries, and could remain in contact with Communists doing propaganda work.",f254f471bc2da5984a3f5eb6c8f14813452def161cd7fc53f8b24752e9ea3f7a,state_law,kropotkin_corpus/essays/advice_to_those_about_to_emigrate/section_001_full_text.txt,3,grounded,NA,ex_601
"Using only the passage, describe the type of agriculture the author recommends for a colony near a big city.","The author recommends intensive gardening and most intensive culture combined with handicraft, rather than agriculture practiced 2000 years ago. This includes growing all sorts of vegetables and possibly attempting intensive culture of wheat, guided by experienced real gardeners and advice from neighbours. This approach could provide nearly all the colony's food and pay the rent.",f254f471bc2da5984a3f5eb6c8f14813452def161cd7fc53f8b24752e9ea3f7a,state_law,kropotkin_corpus/essays/advice_to_those_about_to_emigrate/section_001_full_text.txt,3,grounded,NA,ex_602
"According to the passage only, what organizational elements does the author say a Communist colony should avoid, and what example does he give of people who live without such elements?","The author says a Communist colony should have no directors, no superintendents, no balloting, and no voting whatsoever, as these and the intrigues they cause have always been stumbling blocks for colonies. He gives the example of Russian peasants in a village mir who settle in Siberia, live without authority, agree at meetings for common work, and arrive at unanimity in their decisions without rulers or ballots.",f254f471bc2da5984a3f5eb6c8f14813452def161cd7fc53f8b24752e9ea3f7a,state_law,kropotkin_corpus/essays/advice_to_those_about_to_emigrate/section_001_full_text.txt,3,grounded,NA,ex_603
"Based only on the passage, describe how the author characterizes the cycle of human thought throughout history.","The author compares the history of human thought to a pendulum swinging over centuries. After long periods of slumber, thought awakens and frees itself from chains imposed by rulers, lawyers, and clerics. It criticizes established teachings and creates new sciences. However, enemies of thought (government, lawgiver, priest) eventually recover, adapt their codes to new needs, and regain control primarily through childhood education and fear, causing thought to slumber again until the next awakening.",cdaef9a9b79b1b2e938e0b29748163752ca213766a3603394f855789989a37bc,state_law,kropotkin_corpus/essays/anarchist_morality/section_002_i.txt,1,grounded,NA,ex_604
"Using only the passage, explain how the author says rulers and priests regain control over society after periods of intellectual awakening.","They gather their scattered forces and remodel their faith and laws to adapt to new needs. They take advantage of the servility they have cultivated, society's momentary disorganization, and people's laziness, greed, and hopes. Most importantly, they take possession of childhood through education, coercing children's weak spirits through fear by describing torments of hell and horrors of revolution, making children timid and obedient to both divine and civil law.",cdaef9a9b79b1b2e938e0b29748163752ca213766a3603394f855789989a37bc,state_law,kropotkin_corpus/essays/anarchist_morality/section_002_i.txt,1,grounded,NA,ex_605
"According to the passage only, what happens to morality during periods of social 'slumber' versus periods of awakening?","During slumbrous periods, morals are rarely discussed. Religious practices and judicial hypocrisy replace genuine moral discourse. People follow habit and indifference rather than critically examining established morality, and lying becomes virtue while enriching oneself becomes the watchword. During awakenings, youth frees itself from prejudices and begins to criticize. The question of morality comes up again, and paradoxically, when people are criticizing and denying conventional morality, moral sentiment actually makes the most progress—it grows, is raised, and refined.",cdaef9a9b79b1b2e938e0b29748163752ca213766a3603394f855789989a37bc,state_law,kropotkin_corpus/essays/anarchist_morality/section_002_i.txt,1,grounded,NA,ex_606
"Based only on the passage, what philosophical concepts does the speaker criticize as mere words invented to conceal ignorance?","The speaker criticizes concepts like the 'categoric imperative,' 'Providence,' and 'Destiny' as mere words invented to conceal ignorance.",1639c8be2ceb056a00b96a6eab21dfd108c07490b51386a82b124a39c9df08f6,state_law,kropotkin_corpus/essays/anarchist_morality/section_002_i.txt,2,grounded,NA,ex_607
"Using only the passage, describe the banner or philosophy that the youth of Russia unfurled when they broke with old-world prejudices.","They unfurled the banner of nihilist or anarchist philosophy: to bend the knee to no authority whatsoever, however respected, and to accept no principle so long as it is unestablished by reason.",1639c8be2ceb056a00b96a6eab21dfd108c07490b51386a82b124a39c9df08f6,state_law,kropotkin_corpus/essays/anarchist_morality/section_002_i.txt,2,grounded,NA,ex_608
"According to the passage only, what did the nihilist youth develop after rejecting the moral teachings of their fathers?","They developed in their midst a nucleus of moral customs that was infinitely superior to anything their fathers had practiced under the control of the Gospel, Conscience, Categoric Imperative, or the utilitarian concept of Recognized Advantage.",1639c8be2ceb056a00b96a6eab21dfd108c07490b51386a82b124a39c9df08f6,state_law,kropotkin_corpus/essays/anarchist_morality/section_002_i.txt,2,grounded,NA,ex_609
"Based only on the passage, explain how the passage describes the motivation behind a woman giving away her last piece of bread to a stranger.","According to the passage, when a woman gives her last bread to a stranger, she does so because she would suffer infinitely more seeing a hungry person than feeling hungry herself. She escapes a pain that only those who have felt it know the intensity of.",7287af781b71949d5c9cea0a425bfd95c346f51cbda50ef9facf1310cd929de0,state_law,kropotkin_corpus/essays/anarchist_morality/section_003_ii.txt,2,grounded,NA,ex_610
"Using only the passage, describe how the Russian nihilist martyr views her life compared to that of a petty scoundrel.","The passage states that even near the gallows, the martyr would say she would not exchange her life or death for that of the petty scoundrel. In her struggle against monstrous might she finds her highest joys, while the little joys and troubles of the bourgeois seem contemptible, tiresome, and pitiable to her. She would say 'You do not live, you vegetate; I have lived.'",7287af781b71949d5c9cea0a425bfd95c346f51cbda50ef9facf1310cd929de0,state_law,kropotkin_corpus/essays/anarchist_morality/section_003_ii.txt,2,grounded,NA,ex_611
"According to the passage only, what example is given of animals acting on compassion stronger than personal security?","The passage describes a troupe of monkeys that, after seeing one of their members shot by a hunter, besieges his tent to claim the body despite the threatening gun. The Elder monkey goes in, threatens then implores the hunter, and through lamentations convinces him to give up the corpse. They obey a feeling of compassion stronger than all considerations of personal security.",7287af781b71949d5c9cea0a425bfd95c346f51cbda50ef9facf1310cd929de0,state_law,kropotkin_corpus/essays/anarchist_morality/section_003_ii.txt,2,grounded,NA,ex_612
"Based only on the passage, what is described as the general line of action of the organic world?","The general line of action of the organic world is to seek pleasure and to avoid pain. The passage notes that some would call this a law, and states that without this quest of the agreeable, life itself would be impossible.",b1e950dd3332f69960773aeac0b8a873a348c8396f2e4d67a8764677c8e7fab9,state_law,kropotkin_corpus/essays/anarchist_morality/section_003_ii.txt,3,grounded,NA,ex_613
"Using only the passage, explain what the 'egoistic theory' essentially claims about human actions.","The egoistic theory essentially claims that whatever a person's actions may be, they act in obedience to a craving of their nature. Whether actions are repulsive, indifferent, or attractive, they are all dictated by the individual's need, as the person acts because they find pleasure in it or avoid (or think they avoid) pain.",b1e950dd3332f69960773aeac0b8a873a348c8396f2e4d67a8764677c8e7fab9,state_law,kropotkin_corpus/essays/anarchist_morality/section_003_ii.txt,3,grounded,NA,ex_614
"According to the passage only, what does the author say has been conquered by reaching the general conclusion about human motivation?","The author says that by reaching this general conclusion, we have conquered a truth and destroyed a prejudice which lies at the root of all prejudices. The author also states that all materialist philosophy in its relation to man is implied in this conclusion.",b1e950dd3332f69960773aeac0b8a873a348c8396f2e4d67a8764677c8e7fab9,state_law,kropotkin_corpus/essays/anarchist_morality/section_003_ii.txt,3,grounded,NA,ex_615
"Based only on the passage, explain why the author believes anarchists have the right to use force against tyrants or exploiters.","The author argues that anarchists earn the right to use force because they would demand the same treatment for themselves if they became tyrants or exploiters. They would ask to be killed if they invaded others who did no harm, to be dispossessed if they exploited others, or to be slain if they became like a dethroned tyrant. This self-consistency and willingness to be held to the same standard gives them moral authority to act against oppressors.",9117bacead3fcb2e210ddbab5d1855da191b960b0543833bbca02d6ceb4fd9d7,state_law,kropotkin_corpus/essays/anarchist_morality/section_007_vi.txt,2,grounded,NA,ex_616
"Using only the passage, describe how the example of Perovskaya and her comrades illustrates the author's argument about the right to use force.","Perovskaya and her comrades killed the Russian Czar, and despite general repugnance to bloodshed and sympathy for the Czar who freed the serfs, mankind recognized their right to act. This was because people understood they would never become tyrants themselves - it was not palace conspiracy or an attempt to gain power, but hatred of tyranny carried to the point of scorning self and accepting death. They had 'conquered the right to kill' through their principles.",9117bacead3fcb2e210ddbab5d1855da191b960b0543833bbca02d6ceb4fd9d7,state_law,kropotkin_corpus/essays/anarchist_morality/section_007_vi.txt,2,grounded,NA,ex_617
"According to the passage only, what does the author say will happen if an act of force is committed without having 'conquered the right' to use it?","The author states that without conquering the right to use force, such an act - whether useful or not - will remain merely a brutal fact of no importance in the progress of ideas. People will see it as nothing but a displacement of force, simply the substitution of one exploiter for another.",9117bacead3fcb2e210ddbab5d1855da191b960b0543833bbca02d6ceb4fd9d7,state_law,kropotkin_corpus/essays/anarchist_morality/section_007_vi.txt,2,grounded,NA,ex_618
"Based only on the passage, explain how the author's feelings about Jack the Ripper change when considering the broader context of society.","Initially, the author feels hatred toward Jack the Ripper for murdering poor, miserable women. However, when reflecting on the infamies that brought him to this state—the darkness he prowls in, haunted by images from indecent books—the feeling becomes divided. When imagining Jack in the hands of a judge who has killed far more people in cold blood in the name of law, the hatred for Jack vanishes entirely and transforms into hatred for the cowardly, hypocritical society and its representatives.",1a368a854ef0e889b0b741694ad1606356062d8899d5ccd2754b64520f9b0915,state_law,kropotkin_corpus/essays/anarchist_morality/section_008_vii.txt,2,grounded,NA,ex_619
"Using only the passage, describe what the author believes impedes the free development of love and hate in present society.","The author identifies several things that impede the free development of love and hate: the State, the church, exploitation, judges, priests, governments, and exploiters. These elements are said to pervert our judgment and must be eliminated for moral sentiments to develop freely.",1a368a854ef0e889b0b741694ad1606356062d8899d5ccd2754b64520f9b0915,state_law,kropotkin_corpus/essays/anarchist_morality/section_008_vii.txt,2,grounded,NA,ex_620
"According to the passage only, how does the author say we express our moral feelings in daily life, and what does the author predict will happen when equal relations are established?","In daily life, we express sympathy or antipathy through our words, looks, and smiles—showing joy at actions useful to humanity and repugnance toward cowardice, deceit, intrigue, and lack of moral courage. The author predicts that when equal relations are established, the lying appearances we use to hide our contempt will vanish, and a loftier moral conception will arise in society.",1a368a854ef0e889b0b741694ad1606356062d8899d5ccd2754b64520f9b0915,state_law,kropotkin_corpus/essays/anarchist_morality/section_008_vii.txt,2,grounded,NA,ex_621
"Based only on the passage, what does the anarchist morality of equality refuse to do to the individual?","The anarchist morality of equality refuses to assume the right to mutilate the individual in the name of any ideal. It recognizes the full and complete liberty of the individual and desires for them plentitude of existence and free development of all faculties, wishing to impose nothing upon them.",2b4ee920a1c3e963e0dcc67540d5e78927c0fbfbfb38a1f2173f93916f9a7d5c,state_law,kropotkin_corpus/essays/anarchist_morality/section_009_viii.txt,1,grounded,NA,ex_622
"According to the passage only, how should one respond to a person who deceives their friends?","Rather than rushing to embrace them or cordially shaking hands, one should be frank and vigorously oppose their active passion with one's own social passions. The passage states we have the right to express our sympathies and antipathies toward what seems good or bad, and it is our character to despise liars.",2b4ee920a1c3e963e0dcc67540d5e78927c0fbfbfb38a1f2173f93916f9a7d5c,state_law,kropotkin_corpus/essays/anarchist_morality/section_009_viii.txt,1,grounded,NA,ex_623
"Using only the passage, what does the text say would happen if societies knew only the principle of equality as mere equity?","The passage states that if each person practiced merely the equity of a trader, taking care not to give others anything more than they received, society would die of it and the very principle of equality would disappear from our relations. Something grander than mere equity must perpetually find a place in life.",2b4ee920a1c3e963e0dcc67540d5e78927c0fbfbfb38a1f2173f93916f9a7d5c,state_law,kropotkin_corpus/essays/anarchist_morality/section_009_viii.txt,1,grounded,NA,ex_624
"Using only the passage, explain what Kropotkin says mankind admires in a truly moral person.","Mankind admires in a truly moral person their energy and exuberance of life, which urges them to give their intelligence, feeling, and action without asking for anything in return.",7863dfe75b8a56190c9b47e632929b06a8f9031096c7909417fb4aa987761f37,state_law,kropotkin_corpus/essays/anarchist_morality/section_010_ix.txt,1,grounded,NA,ex_625
"Based only on the passage, what does Kropotkin argue happens when 'fecundity of will' is accompanied by poverty of feeling and an intellect incapable of creation?",It will produce nothing but figures like Napoleon I or Bismarck—wiseacres who try to force the world to progress backwards.,7863dfe75b8a56190c9b47e632929b06a8f9031096c7909417fb4aa987761f37,state_law,kropotkin_corpus/essays/anarchist_morality/section_010_ix.txt,1,grounded,NA,ex_626
"According to the passage only, what does Kropotkin say is required for life to be truly fruitful?","For life to be truly fruitful, it must be fertile at once in intelligence, in feeling, and in will. This fertility in every direction is life and the only thing worthy of the name.",7863dfe75b8a56190c9b47e632929b06a8f9031096c7909417fb4aa987761f37,state_law,kropotkin_corpus/essays/anarchist_morality/section_010_ix.txt,1,grounded,NA,ex_627
"Using only the passage, explain what happens to a person who repeatedly acts against their ideal.","According to the passage, being untrue to your ideal repeatedly will paralyze your will and active energy. You will no longer regain the vigor and spontaneity of decision you formerly knew, becoming a broken person. The intensity of your life will decrease, and you will become a sick person without will, no longer the complete, strong, vigorous being you were when your acts accorded with your ideal conceptions.",cf3a41d035b9089eaf430504f6f6c3dbb49585b5e7162cd28bfa89362fdb75f9,state_law,kropotkin_corpus/essays/anarchist_morality/section_010_ix.txt,2,grounded,NA,ex_628
"Based only on the passage, describe what the new morality being shaped will be like and how it will treat individuals.","The passage states this new morality will issue no commands and will refuse to model individuals according to an abstract idea or mutilate them by religion, law, or government. It will leave individuals full and perfect liberty. Rather than commanding, it will be a simple record of facts, a science, that presents choices to people based on their own strength and energies.",cf3a41d035b9089eaf430504f6f6c3dbb49585b5e7162cd28bfa89362fdb75f9,state_law,kropotkin_corpus/essays/anarchist_morality/section_010_ix.txt,2,grounded,NA,ex_629
"According to the passage only, what does the science of morality advise for those who feel the strength of youth and wish to live fully?","The passage advises such people to be strong, great, and vigorous in all they do. They should sow life around them and avoid deceiving, lying, intriguing, or cheating, as these actions demean and belittle oneself. When they see unrighteousness, inequity, lies, or injustice, they should rise in revolt against it. To struggle is to live, and the fiercer the struggle, the intenser the life.",cf3a41d035b9089eaf430504f6f6c3dbb49585b5e7162cd28bfa89362fdb75f9,state_law,kropotkin_corpus/essays/anarchist_morality/section_010_ix.txt,2,grounded,NA,ex_630
"Using only the passage, explain the common objection to Communism that the author addresses.","The common objection is that men are not good enough to live under Communism. Critics argue that centuries of individualistic education have made people too egotistic, and that slavery and submission have rendered them unfit for a society based on freedom and voluntary engagement. Therefore, some claim an intermediate transition state is necessary before achieving free, Anarchistic Communism.",4fad3cdf9f2f37343ed1ef60ce4c2eb4f36aa05cbab01c14c7bb7b5739bc779f,state_law,kropotkin_corpus/essays/are_we_good_enough/section_001_full_text.txt,1,grounded,NA,ex_631
"Based only on the passage, how does the author counter the argument that people are not good enough for Communism?","The author counters by asking if men are good enough for Capitalism. He argues that if people were truly good, capitalism would pose no danger since capitalists would share profits and workers wouldn't exploit each other. Since people are not good enough, they should not continue under a system that permits oppression and exploitation. The current system actually encourages bad behavior like slavishness and egotism.",4fad3cdf9f2f37343ed1ef60ce4c2eb4f36aa05cbab01c14c7bb7b5739bc779f,state_law,kropotkin_corpus/essays/are_we_good_enough/section_001_full_text.txt,1,grounded,NA,ex_632
